Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,97326,1,Hyundai,Hyundai i20,2018,574000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Chennai
SUV,1870,1,Honda,Honda WR-V,2018,710000.0,Diesel,Manual,1498.0,3999.0,1601.0,2555.0,1198.0,TubelessRadial,25.5,98.6,200.0,5.0,16.0,Chennai
Hatchback,10000,1,Hyundai,Hyundai Santro,2022,620000.0,Petrol,Automatic,1086.0,3610.0,1560.0,2400.0,1070.0,TubelessRadial,20.3,68.05,99.0,5.0,15.697549201633866,Chennai
Hatchback,110000,1,Chevrolet,Chevrolet Beat,2016,225000.0,Diesel,Manual,936.0,3640.0,1520.0,2375.0,995.0,Tubeless,25.44,56.3,142.5,5.0,15.697549201633866,Chennai
Hatchback,20000,1,Maruti,Maruti Ignis,2017,500000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,835.0,TubelessRadial,20.89,81.8,113.0,5.0,15.697549201633866,Chennai
SUV,70000,1,Hyundai,Hyundai Creta,2018,1150000.0,Diesel,Manual,1582.0,4270.0,1630.0,2590.0,1320.0,Tubeless,19.67,126.2,259.9,5.0,16.0,Chennai
Hatchback,30000,1,Datsun,Datsun RediGO,2018,285000.0,Petrol,Manual,799.0,3429.0,1541.0,2348.0,770.0,TubelessRadial,22.7,53.64,72.0,5.0,15.697549201633866,Chennai
Sedan,167332,0,Honda,Honda City,2015,445000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1042.0,TubelessRadial,17.4,117.3,145.0,5.0,15.697549201633866,Chennai
Sedan,71887,2,Honda,Honda City,2015,550000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1084.0,TubelessRadial,17.4,117.6,145.0,5.0,16.0,Chennai
Hatchback,100000,2,Ford,Ford Figo,2011,200000.0,Diesel,Manual,1399.0,3795.0,1427.0,2489.0,1105.0,TubelessRadial,20.0,68.0,160.0,5.0,15.697549201633866,Chennai
SUV,20000,2,Skoda,Skoda Kushaq,2021,1300000.0,Petrol,Automatic,999.0,4225.0,1612.0,2651.0,12451280.0,TubelessRadial,17.2,113.98,178.0,5.0,17.0,Chennai
SUV,61426,2,Renault,Renault Duster,2018,678000.0,Petrol,Manual,1498.0,4315.0,1695.0,2673.0,1110.0,TubelessRadial,14.19,104.5,142.0,5.0,15.697549201633866,Chennai
Hatchback,121735,2,Toyota,Toyota Etios Liva,2012,310000.0,Petrol,Manual,1197.0,4105.515681544029,1530.0,2520.0,895.0,TubelessRadial,18.3,88.7,140.0,5.0,14.0,Chennai
SUV,15000,1,Hyundai,Hyundai Creta,2022,1825000.0,Petrol,Automatic,1497.0,4300.0,1635.0,2610.0,1490.0,TubelessRadial,18.9,113.18,143.8,5.0,17.0,Chennai
Hatchback,71195,1,Maruti,Maruti Swift,2013,430999.99999999994,Diesel,Manual,1248.0,3850.0,1530.0,2430.0,1060.0,TubelessRadial,22.9,74.0,190.0,5.0,14.0,Chennai
Sedan,91700,1,Volkswagen,Volkswagen Vento,2016,728000.0,Petrol,Automatic,1197.0,4390.0,1467.0,2553.0,1179.0,TubelessRadial,18.19,103.2,175.0,5.0,15.0,Chennai
Hatchback,132724,0,Maruti,Maruti Alto K10,2015,225000.0,Petrol,Manual,998.0,3545.0,1475.0,2360.0,779.0,TubelessRadial,23.95,67.05,90.0,5.0,15.697549201633866,Chennai
SUV,59232,1,Maruti,Maruti Vitara Brezza,2016,861000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1190.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Chennai
Hatchback,55023,1,Volkswagen,Volkswagen Polo,2017,780000.0,Petrol,Automatic,1197.0,3971.0,1469.0,2469.0,1109.0,TubelessRadial,17.21,103.5,175.0,5.0,16.0,Chennai
SUV,58323,1,Hyundai,Hyundai Creta,2020,1478000.0,Diesel,Manual,1493.0,4300.0,1635.0,2610.0,1565.0,TubelessRadial,18.9,113.45,250.0,5.0,17.0,Chennai
SUV,73498,2,Mahindra,Mahindra TUV 300,2016,695000.0,Diesel,Manual,1493.0,3995.0,1826.0,2680.0,1755.0,TubelessRadial,18.49,100.0,240.0,7.0,15.0,Chennai
SUV,52743,1,Maruti,Maruti Vitara Brezza,2018,800000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1180.0,TubelessRadial,24.3,88.5,200.0,5.0,15.697549201633866,Chennai
SUV,49000,1,BMW,BMW X1,2018,2700000.0,Diesel,Automatic,1995.0,4477.0,1545.0,2760.0,1150.0,TubelessRadial,17.05,184.0,380.0,5.0,17.0,Chennai
Sedan,100000,2,Hyundai,Hyundai Verna,2012,420000.0,Diesel,Manual,1582.0,4370.0,1475.0,2570.0,1220.0,TubelessRadial,22.32,126.3,259.9,5.0,15.0,Chennai
Hatchback,111350,1,Maruti,Maruti Swift,2011,290000.0,Petrol,Manual,1197.0,3760.0,1530.0,2390.0,890.0,TubelessRadial,16.1,85.0,113.0,5.0,14.0,Chennai
SUV,105000,2,Land Rover,Land Rover Range Rover Evoque,2013,2000000.0,Diesel,Automatic,2179.0,4355.0,1635.0,2660.0,1655.0,TubelessRadial,12.7,187.7,420.0,5.0,18.0,Chennai
Sedan,150000,1,Skoda,Skoda Octavia,2005,100000.0,Diesel,Manual,1896.0,4507.0,1455.0,2512.0,1270.0,TubelessRadial,18.7,66904000.0,2101900.0,5.0,15.0,Chennai
Hatchback,20000,1,Tata,Tata Tiago,2022,650000.0,CNG,Manual,1199.0,3765.0,1535.0,2400.0,1030.0,TubelessRadial,26.49,72.0,95.0,5.0,15.697549201633866,Chennai
Sedan,63134,1,Ford,Ford Aspire,2017,500000.0,Diesel,Manual,1498.0,3995.0,1525.0,2491.0,10231048.0,Tubeless,25.83,99.0,215.0,5.0,14.0,Chennai
Sedan,89547,1,Honda,Honda City,2019,790000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1080.0,TubelessRadial,17.4,117.6,145.0,5.0,15.0,Chennai
SUV,25000,1,Ford,Ford Ecosport,2018,900000.0,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1302.0,TubelessRadial,21.7,98.96,215.0,5.0,16.0,Chennai
Hatchback,61583,2,Volkswagen,Volkswagen Polo,2016,568000.0,Petrol,Manual,1199.0,3971.0,1469.0,2469.0,1044.0,TubelessRadial,16.2,74.0,110.0,5.0,15.0,Chennai
Sedan,102002,1,Honda,Honda Amaze,2015,461000.00000000006,Diesel,Manual,1498.0,3990.0,1505.0,2405.0,1060.0,TubelessRadial,25.8,98.6,200.0,5.0,15.697549201633866,Chennai
Hatchback,38980,2,Maruti,Maruti Wagon R,2016,400000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.1,90.0,5.0,13.0,Chennai
Sedan,108463,1,Hyundai,Hyundai Elantra,2017,983000.0,Petrol,Automatic,1999.0,4570.0,1465.0,2700.0,1300.0,TubelessRadial,14.62,149.92,192.2,5.0,16.0,Chennai
SUV,30033,1,Honda,Honda WR-V,2017,739000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1103.0,TubelessRadial,17.5,88.7,110.0,5.0,16.0,Chennai
Hatchback,29084,1,Renault,Renault KWID,2016,340000.0,Petrol,Manual,799.0,3679.0,1478.0,2422.0,710.0,TubelessRadial,25.17,53.3,72.0,5.0,15.697549201633866,Chennai
Hatchback,69437,3,Maruti,Maruti Celerio,2016,366000.0,Petrol,Manual,998.0,3715.0,1565.0,2425.0,850.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Chennai
Sedan,70000,2,Honda,Honda New Accord,2009,300000.0,Petrol,Manual,2354.0,4950.0,1475.0,2800.0,1500.0,TubelessRadial,12.8,177.6,222.0,5.0,16.0,Chennai
Hatchback,88122,3,Maruti,Maruti Swift,2013,368000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Chennai
Sedan,98263,2,Volkswagen,Volkswagen Vento,2011,346000.0,Petrol,Manual,1598.0,4384.0,1466.0,2552.0,1121.0,TubelessRadial,15.04,103.6,153.0,5.0,15.0,Chennai
Hatchback,73674,2,Honda,Honda Jazz,2016,450000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.7,88.7,110.0,5.0,15.697549201633866,Chennai
Hatchback,37718,1,Maruti,Maruti Celerio,2016,450000.0,Petrol,Manual,998.0,3715.0,1565.0,2425.0,835.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Chennai
Hatchback,66030,1,Honda,Honda Jazz,2016,590000.0,Diesel,Manual,1498.0,3955.0,1544.0,2530.0,1154.0,TubelessRadial,27.3,98.6,200.0,5.0,15.0,Chennai
Hatchback,72110,1,Hyundai,Hyundai Santro Xing,2006,185000.0,Petrol,Manual,1086.0,4105.515681544029,1530.0,2520.0,1150.0,TubelessRadial,17.0,88.7,140.0,5.0,13.0,Chennai
Hybrids,35000,1,Volvo,Volvo XC 90,2017,8200000.0,Petrol,Automatic,1969.0,4950.0,1776.0,2984.0,2550.0,Tubeless,18.0,400.0,640.0,4.0,21.0,Chennai
Sedan,100000,1,Honda,Honda City,2008,200000.0,Petrol,Manual,1497.0,4420.0,1480.0,2550.0,1100.0,TubelessRadial,17.0,1186600.0,1464800.0,5.0,15.0,Chennai
Hatchback,10000,1,Hyundai,Hyundai Grand i10,2013,300000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Chennai
Hatchback,20000,1,Maruti,Maruti Ritz,2010,150000.0,Petrol,Manual,1197.0,3715.0,1620.0,2360.0,1100.0,TubelessRadial,21.1,85.8,114.0,5.0,14.0,Chennai
Minivans,90000,3,Maruti,Maruti Versa,2002,80000.0,Petrol,Manual,1298.0,3675.0,1905.0,2350.0,985.0,TubelessRadial,11.3,83.1,10.4,8.0,13.0,Chennai
Hatchback,90000,4,Fiat,Fiat Punto,2014,180000.0,Petrol,Manual,1172.0,3987.0,1495.0,2510.0,1090.0,TubelessRadial,15.7,67.0,96.0,5.0,14.0,Chennai
Hatchback,56118,1,Toyota,Toyota Glanza,2020,843000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,Radial,19.56,81.8,113.0,5.0,16.0,Chennai
Hatchback,93968,1,Hyundai,Hyundai i10,2012,300000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Chennai
Hatchback,30000,1,Hyundai,Hyundai Grand i10 Nios,2021,560000.0,Petrol,Manual,1197.0,3805.0,1520.0,2450.0,1160.0,TubelessRadial,20.7,81.86,113.8,5.0,14.0,Chennai
Hatchback,41364,2,Volkswagen,Volkswagen Polo,2020,744000.0,Petrol,Manual,999.0,3971.0,1469.0,2469.0,1030.0,TubelessRadial,17.74,75.1,95.0,5.0,15.0,Chennai
Sedan,108898,2,Honda,Honda City,2013,419000.00000000006,Petrol,Automatic,1497.0,4440.0,1485.0,2550.0,1150.0,TubelessRadial,16.8,116.4,146.0,5.0,15.0,Chennai
MUV,3500,1,Toyota,Toyota Innova Crysta,2022,2655000.0,Petrol,Automatic,2694.0,4735.0,1795.0,2750.0,1790.0,TubelessRadial,8.0,163.6,245.0,7.0,17.0,Chennai
SUV,35589,1,Kia,Kia Seltos,2020,1369000.0,Petrol,Manual,1497.0,4315.0,1645.0,2610.0,1404.0,TubelessRadial,16.8,113.43,144.0,5.0,17.0,Chennai
Sedan,150000,1,Mitsubishi,Mitsubishi Lancer,2003,90000.0,Petrol,Manual,1468.0,4290.0,1430.0,2500.0,1010.0,TubelessRadial,13.7,85.8,132.3,5.0,13.0,Chennai
Hatchback,41514,1,Hyundai,Hyundai i10,2016,380000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Chennai
MUV,27925,1,Renault,Renault Triber,2021,661000.0,Petrol,Manual,999.0,3991.0,1643.0,2520.0,947.0,TubelessRadial,20.0,71.01,96.0,7.0,15.697549201633866,Chennai
Sedan,10000,1,Skoda,Skoda Slavia,2022,2000000.0,Petrol,Automatic,1498.0,4541.0,1507.0,2651.0,1278.0,TubelessRadial,18.41,147.52,250.0,5.0,16.0,Chennai
SUV,40000,2,Mahindra,Mahindra KUV 100,2017,320000.0,Petrol,Manual,1198.0,3675.0,1655.0,2385.0,1195.0,TubelessRadial,18.15,82.0,115.0,6.0,14.0,Chennai
Hatchback,60000,2,Hyundai,Hyundai EON,2014,200000.0,Petrol,Manual,814.0,3495.0,1500.0,2380.0,880.0,Tubeless,21.1,55.2,74.5,5.0,15.697549201633866,Chennai
Sedan,90000,5,Hyundai,Hyundai Verna,2008,145000.0,Petrol,Manual,1599.0,4310.0,1490.0,2500.0,1152.0,TubelessRadial,13.9,103.2,14.9,5.0,14.0,Chennai
Hatchback,65744,3,Volkswagen,Volkswagen Polo,2013,325000.0,Petrol,Manual,1198.0,3971.0,1469.0,2469.0,1053.0,TubelessRadial,16.47,74.0,110.0,5.0,15.0,Chennai
Hatchback,80000,4,Maruti,Maruti A-Star,2011,200000.0,Petrol,Automatic,998.0,3500.0,1490.0,2360.0,860895.0,TubelessRadial,16.98,66.1,90.0,5.0,13.0,Chennai
MUV,30000,2,Maruti,Maruti Ertiga,2020,1025000.0,Petrol,Automatic,1462.0,4395.0,1690.0,2740.0,11351170.0,TubelessRadial,17.99,103.26,138.0,7.0,15.697549201633866,Chennai
Hatchback,60000,3,Tata,Tata Indica,2007,50000.0,Diesel,Manual,1396.0,3690.0,1485.0,2400.0,995.0,TubelessRadial,17.2,53.5,8.5,5.0,15.697549201633866,Chennai
SUV,20000,1,Skoda,Skoda Kushaq,2022,1300000.0,Petrol,Automatic,999.0,4225.0,1612.0,2651.0,12451280.0,TubelessRadial,17.2,113.98,178.0,5.0,16.0,Chennai
Sedan,90000,3,Volkswagen,Volkswagen Vento,2012,231999.99999999997,Petrol,Manual,1598.0,4384.0,1466.0,2520.0,1121.0,TubelessRadial,15.8,1055250.0,1533800.0,5.0,15.0,Chennai
SUV,18655,1,Volkswagen,Volkswagen Taigun,2021,1639000.0,Petrol,Manual,1498.0,4221.0,1612.0,2651.0,1312.0,TubelessRadial,17.88,147.51,250.0,5.0,17.0,Chennai
Hatchback,51578,1,Tata,Tata Tiago,2020,536000.0,Petrol,Manual,1199.0,3765.0,1535.0,2400.0,982.0,TubelessRadial,19.01,84.82,113.0,5.0,15.697549201633866,Chennai
Hatchback,113000,1,Ford,Ford Figo,2012,229999.99999999997,Diesel,Manual,1498.0,3886.0,1525.0,2491.0,10401130.0,Tubeless,25.83,99.0,215.0,5.0,14.0,Chennai
Hatchback,27861,1,Renault,Renault KWID,2016,357000.0,Petrol,Manual,799.0,3679.0,1478.0,2422.0,710.0,TubelessRadial,25.17,53.3,72.0,5.0,15.697549201633866,Chennai
Sedan,20419,1,Maruti,Maruti Ciaz,2020,786000.0,Petrol,Manual,1462.0,4490.0,1485.0,2650.0,1025.0,TubelessRadial,21.56,103.25,138.0,5.0,15.697549201633866,Chennai
Sedan,49165,2,Volkswagen,Volkswagen Vento,2013,409999.99999999994,Petrol,Manual,1598.0,4390.0,1467.0,2553.0,1145.0,TubelessRadial,16.09,103.2,153.0,5.0,15.0,Chennai
SUV,38309,2,Honda,Honda WR-V,2018,607000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1084.0,TubelessRadial,17.5,88.7,110.0,5.0,16.0,Chennai
SUV,12000,1,Toyota,Toyota Urban cruiser,2022,1150000.0,Petrol,Automatic,1462.0,3995.0,1640.0,2500.0,11351150.0,TubelessRadial,18.76,103.26,138.0,5.0,16.0,Chennai
Hatchback,27872,1,Honda,Honda Jazz,2017,684000.0,Petrol,Automatic,1199.0,3955.0,1544.0,2530.0,1066.0,TubelessRadial,19.0,88.7,110.0,5.0,15.0,Chennai
Hatchback,14023,1,Renault,Renault KWID,2022,451000.0,Petrol,Manual,799.0,3731.0,1474.0,2520.0,690.0,TubelessRadial,22.25,53.26,72.0,5.0,15.697549201633866,Chennai
MUV,30000,1,Maruti,Maruti Ertiga,2019,985000.0,Petrol,Manual,1462.0,4395.0,1690.0,2740.0,1170.0,TubelessRadial,19.34,103.0,138.0,7.0,15.697549201633866,Chennai
SUV,30000,1,Tata,Tata Nexon,2021,800000.0,Diesel,Manual,1497.0,3993.0,1606.0,2498.0,1315.0,TubelessRadial,21.5,108.5,260.0,5.0,15.697549201633866,Chennai
Sedan,116377,2,Hyundai,Hyundai Verna,2012,450000.0,Diesel,Manual,1582.0,4375.0,1475.0,2570.0,1270.0,Tubeless,23.9,126.2,259.9,5.0,16.0,Chennai
Hatchback,13109,1,Volkswagen,Volkswagen Polo,2021,785000.0,Diesel,Manual,1199.0,3970.0,1453.0,2456.0,1125.0,TubelessRadial,22.07,73.9,180.0,5.0,15.0,Chennai
Sedan,67500,1,Ford,Ford Aspire,2015,415000.00000000006,Diesel,Manual,1498.0,3995.0,1525.0,2491.0,10231048.0,Tubeless,25.83,99.0,215.0,5.0,15.697549201633866,Chennai
Hatchback,84169,1,Hyundai,Hyundai Santro Xing,2007,150000.0,Petrol,Manual,1086.0,4105.515681544029,1530.0,2520.0,1150.0,TubelessRadial,18.9,88.7,140.0,5.0,13.0,Chennai
Sedan,50000,2,Audi,Audi A3,2016,1500000.0,Diesel,Automatic,1968.0,4456.0,1416.0,2637.0,1340.0,TubelessRadial,20.38,143.0,320.0,5.0,16.0,Chennai
Hatchback,80000,3,Ford,Ford Figo,2011,170000.0,Petrol,Manual,1196.0,3795.0,1427.0,2489.0,1075.0,TubelessRadial,15.6,70.0,102.0,5.0,14.0,Chennai
MUV,14475,1,Maruti,Maruti Ertiga,2022,1000000.0,Petrol,Manual,1373.0,4265.0,1685.0,2740.0,1160.0,TubelessRadial,16.02,93.7,130.0,7.0,15.697549201633866,Chennai
Hatchback,20000,3,Hyundai,Hyundai Grand i10 Nios,2020,570000.0,Petrol,Automatic,1197.0,3805.0,1520.0,2450.0,1140.0,TubelessRadial,20.7,81.86,113.8,5.0,14.0,Chennai
Hatchback,53631,1,Maruti,Maruti Baleno,2018,638000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Chennai
SUV,92562,1,Ford,Ford Ecosport,2018,674000.0,Petrol,Automatic,1497.0,3998.0,1647.0,2519.0,1296.0,TubelessRadial,14.8,121.36,150.0,5.0,15.697549201633866,Chennai
Sedan,90000,3,Maruti,Maruti SX4,2010,200000.0,Petrol,Manual,1586.0,4490.0,1570.0,2500.0,1200.0,TubelessRadial,15.0,104.68,145.0,5.0,16.0,Chennai
Hatchback,24690,1,Maruti,Maruti Alto 800,2021,433000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,762.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Chennai
Hatchback,15915,1,Renault,Renault KWID,2020,518000.0,Petrol,Automatic,999.0,3731.0,1474.0,2422.0,750.0,TubelessRadial,22.0,67.0,91.0,5.0,15.697549201633866,Chennai
Hatchback,100000,2,Ford,Ford Figo,2011,175000.0,Diesel,Manual,1399.0,3795.0,1427.0,2489.0,1130.0,TubelessRadial,20.0,68.0,160.0,5.0,14.0,Chennai
SUV,36390,1,Renault,Renault Kiger,2021,840000.0,Petrol,Manual,999.0,3991.0,1605.0,2500.0,1014.0,TubelessRadial,20.5,98.63,160.0,5.0,16.0,Chennai
Hatchback,9112,1,Maruti,Maruti Ritz,2012,295000.0,Petrol,Manual,1197.0,3715.0,1620.0,2360.0,1100.0,TubelessRadial,21.1,85.8,114.0,5.0,14.0,Chennai
Hatchback,13923,1,Ford,Ford Figo,2021,740000.0,Petrol,Automatic,1194.0,3941.0,1525.0,2490.0,10811094.0,Tubeless,16.0,95.48,119.0,5.0,15.0,Chennai
Hatchback,58263,1,Maruti,Maruti Celerio,2017,520000.0,Petrol,Manual,998.0,3695.0,1555.0,2435.0,810.0,TubelessRadial,25.24,65.71,89.0,5.0,15.697549201633866,Chennai
Minivans,20000,1,Maruti,Maruti Eeco,2021,470000.0,Petrol,Manual,1196.0,3675.0,1825.0,2350.0,940.0,Tubeless,16.11,72.41,98.0,7.0,15.697549201633866,Chennai
Hatchback,80000,3,Maruti,Maruti Ritz,2015,200000.0,Diesel,Manual,1248.0,3775.0,1620.0,2360.0,1100.0,TubelessRadial,23.2,73.94,190.0,5.0,15.697549201633866,Chennai
Hatchback,65991,0,Maruti,Maruti Swift,2013,395000.0,Diesel,Manual,1248.0,3850.0,1530.0,2430.0,1050.0,TubelessRadial,22.9,74.0,190.0,5.0,14.0,Chennai
Hatchback,13397,1,Mahindra,Mahindra KUV 100 NXT,2016,350000.0,Diesel,Manual,1198.0,3700.0,1655.0,2385.0,885.0,TubelessRadial,25.32,77.0,190.0,6.0,14.0,Chennai
Sedan,57121,2,Maruti,Maruti Ciaz,2015,550000.0,Petrol,Automatic,1373.0,4490.0,1485.0,2650.0,1010.0,TubelessRadial,19.12,91.1,130.0,5.0,15.697549201633866,Chennai
Sedan,70418,1,Tata,Tata Zest,2015,400000.0,Petrol,Manual,1193.0,3995.0,1570.0,2470.0,1115.0,TubelessRadial,17.57,88.7,140.0,5.0,15.697549201633866,Chennai
Sedan,22421,0,Honda,Honda Amaze,2019,640000.0,Petrol,Automatic,1199.0,3995.0,1501.0,2470.0,942.0,TubelessRadial,19.0,88.76,110.0,5.0,15.697549201633866,Chennai
Hatchback,83045,0,Tata,Tata Indica,2009,135000.0,Diesel,Manual,1405.0,3795.0,1550.0,2470.0,1140.0,TubelessRadial,17.0,71.0,135.0,5.0,14.0,Chennai
Hatchback,86715,0,Hyundai,Hyundai i10,2008,170000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Chennai
Hatchback,77032,0,Hyundai,Hyundai i10,2008,195000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Chennai
Hatchback,21614,1,Datsun,Datsun RediGO,2019,312000.0,Petrol,Manual,799.0,3429.0,1541.0,2348.0,710.0,TubelessRadial,22.7,53.64,72.0,5.0,15.697549201633866,Chennai
Hatchback,35375,1,Maruti,Maruti Alto 800,2020,383000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,757.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Chennai
Sedan,89545,0,Volkswagen,Volkswagen Vento,2010,310000.0,Diesel,Manual,1598.0,4384.0,1466.0,2552.0,1220.0,TubelessRadial,20.54,103.6,250.0,5.0,15.0,Chennai
Hatchback,83298,1,Hyundai,Hyundai i20,2019,590000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1140.0,Tubeless,18.6,81.86,117.0,5.0,15.0,Chennai
Hatchback,33250,1,Maruti,Maruti Ignis,2022,758000.0,Petrol,Automatic,1197.0,3700.0,1595.0,2435.0,840865.0,TubelessRadial,20.89,81.8,113.0,5.0,15.0,Chennai
Hatchback,75000,2,Honda,Honda Jazz,2015,480000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.2,88.7,110.0,5.0,15.0,Chennai
SUV,87026,1,Ford,Ford Ecosport,2018,794000.0,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1300.0,TubelessRadial,23.0,98.96,205.0,5.0,16.0,Chennai
MUV,33000,1,Toyota,Toyota Innova Crysta,2021,2850000.0,Diesel,Automatic,2393.0,4735.0,1795.0,2750.0,1920.0,TubelessRadial,12.0,148.0,360.0,7.0,17.0,Chennai
Sedan,37294,2,Honda,Honda City,2020,1069000.0,Petrol,Manual,1498.0,4549.0,1489.0,2600.0,11071153.0,TubelessRadial,18.6,119.35,145.0,5.0,16.0,Chennai
Hatchback,65840,1,Renault,Renault KWID,2016,327000.0,Petrol,Manual,799.0,3679.0,1478.0,2422.0,710.0,TubelessRadial,25.17,53.3,72.0,5.0,15.697549201633866,Chennai
SUV,45000,2,Isuzu,Isuzu MU-X,2019,1900000.0,Diesel,Automatic,2999.0,4825.0,1840.0,2845.0,2750.0,Tubeless,13.8,175.0,380.0,7.0,17.0,Chennai
Sedan,62865,1,Honda,Honda Amaze,2015,425000.0,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,917.0,TubelessRadial,18.6,88.76,110.0,5.0,15.697549201633866,Chennai
Hatchback,62442,1,Mahindra,Mahindra KUV 100 NXT,2017,434999.99999999994,Diesel,Manual,1198.0,3700.0,1655.0,2385.0,885.0,TubelessRadial,25.32,77.0,190.0,6.0,14.0,Chennai
Sedan,154931,2,Volkswagen,Volkswagen Vento,2014,330000.0,Petrol,Manual,1598.0,4384.0,1466.0,2552.0,1140.0,TubelessRadial,15.04,103.2,153.0,5.0,15.0,Chennai
Sedan,63318,1,Honda,Honda City,2017,800000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1084.0,TubelessRadial,17.4,117.6,145.0,5.0,16.0,Chennai
Sedan,47146,1,Honda,Honda City,2017,750000.0,Petrol,Manual,1497.0,4420.0,1480.0,2550.0,1100.0,TubelessRadial,17.0,1186600.0,1464800.0,5.0,15.0,Chennai
Hatchback,17797,1,Hyundai,Hyundai Grand i10,2016,495000.0,Petrol,Automatic,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Chennai
Hatchback,52802,1,Maruti,Maruti Swift,2015,475000.0,Petrol,Manual,1197.0,3850.0,1530.0,2430.0,970.0,TubelessRadial,18.6,85.8,114.0,5.0,14.0,Chennai
SUV,46830,2,Honda,Honda WR-V,2018,700000.0,Diesel,Manual,1498.0,3999.0,1601.0,2555.0,1198.0,TubelessRadial,25.5,98.6,200.0,5.0,16.0,Chennai
Sedan,34000,1,BMW,BMW 3 Series GT,2016,2700000.0,Diesel,Automatic,1995.0,4824.0,1508.0,2920.0,1720.0,Runflat,21.76,188.0,400.0,5.0,18.0,Chennai
SUV,70038,1,Ford,Ford Ecosport,2018,785000.0,Petrol,Manual,1497.0,3998.0,1647.0,2519.0,1242.0,TubelessRadial,17.0,121.31,150.0,5.0,16.0,Chennai
Hatchback,15957,1,Tata,Tata Altroz,2021,795000.0,Petrol,Manual,1199.0,3990.0,1523.0,2501.0,1040.0,TubelessRadial,18.05,108.48,140.0,5.0,16.0,Chennai
Sedan,63860,2,Honda,Honda Amaze,2014,415000.00000000006,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,917.0,TubelessRadial,18.6,88.76,110.0,5.0,15.697549201633866,Chennai
Sedan,51252,1,Maruti,Maruti Swift Dzire,2017,660000.0,Petrol,Automatic,1197.0,3995.0,1515.0,2450.0,860895.0,TubelessRadial,21.21,81.8,113.0,5.0,15.0,Chennai
SUV,56071,2,Ford,Ford Ecosport,2015,543000.0,Petrol,Automatic,1499.0,3999.0,1708.0,2520.0,1250.0,TubelessRadial,15.63,110.4,140.0,5.0,16.0,Chennai
Hatchback,38100,1,Honda,Honda Jazz,2017,650000.0,Diesel,Manual,1498.0,3955.0,1544.0,2530.0,1146.0,TubelessRadial,27.3,98.6,200.0,5.0,15.697549201633866,Chennai
